Sale_ID,Date,Units,Store_Name,Store_City,Store_Location,Product_Name,Product_Category,Product_Cost,Product_Price,Stock_On_Hand
103,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
133,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
203,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
251,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
444,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
479,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
609,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
734,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
949,1/1/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
1202,1/2/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
1323,1/2/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
1398,1/2/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
1497,1/2/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
1517,1/2/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
1538,1/2/2022,1,Maven Toys Pachuca 1,Pachuca,Downtown,Deck Of Cards,Games,3.99,6.99,42
10,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
51,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
62,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
161,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
268,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
398,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
596,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
774,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
794,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
955,1/1/2022,1,Maven Toys Santiago 1,Santiago,Downtown,Deck Of Cards,Games,3.99,6.99,11
12,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
31,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
113,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
192,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
395,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
446,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
483,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
559,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
576,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
654,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
726,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
746,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
777,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
850,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
858,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
881,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
969,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
1019,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
1045,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
1131,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
1158,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Deck Of Cards,Games,3.99,6.99,68
46,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
107,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
312,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
427,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
556,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
594,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
624,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
641,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
645,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
698,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
732,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
759,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
899,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
960,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
1086,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Deck Of Cards,Games,3.99,6.99,61
13,1/1/2022,2,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
250,1/1/2022,2,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
384,1/1/2022,2,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
450,1/1/2022,3,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
575,1/1/2022,2,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
964,1/1/2022,2,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
1163,1/1/2022,3,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,Deck Of Cards,Games,3.99,6.99,129
20,1/1/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
355,1/1/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
393,1/1/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
430,1/1/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
453,1/1/2022,3,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
601,1/1/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
702,1/1/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
786,1/1/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
966,1/1/2022,2,Maven Toys Guadalajara 2,Guadalajara,Commercial,Nerf Gun,Sports & Outdoors,14.99,19.99,15
141,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
200,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
231,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
325,1/1/2022,3,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
472,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
510,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
584,1/1/2022,3,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
625,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
761,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
826,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
922,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
1061,1/1/2022,3,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
1074,1/1/2022,3,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
1087,1/1/2022,2,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
1126,1/1/2022,3,Maven Toys Guadalajara 1,Guadalajara,Residential,Mini Ping Pong Set,Sports & Outdoors,6.99,9.99,21
16,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
75,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
290,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
380,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
426,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
496,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
603,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
775,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
843,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
999,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
1011,1/1/2022,1,Maven Toys Villahermosa 1,Villahermosa,Downtown,Nerf Gun,Sports & Outdoors,14.99,19.99,28
4,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
52,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
168,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
309,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
388,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
519,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
636,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
689,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
738,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
897,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
1035,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
1037,1/1/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
1280,1/2/2022,1,Maven Toys Saltillo 2,Saltillo,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,28
7,1/1/2022,1,Maven Toys Toluca 2,Toluca,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,4
326,1/1/2022,1,Maven Toys Toluca 2,Toluca,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,4
378,1/1/2022,1,Maven Toys Toluca 2,Toluca,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,4
562,1/1/2022,1,Maven Toys Toluca 2,Toluca,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,4
868,1/1/2022,1,Maven Toys Toluca 2,Toluca,Commercial,Dart Gun,Sports & Outdoors,11.99,15.99,4
44,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
121,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
135,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
402,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
455,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
458,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
560,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
662,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
825,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
870,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
1016,1/1/2022,1,Maven Toys Chetumal 1,Chetumal,Downtown,Dart Gun,Sports & Outdoors,11.99,15.99,11
14,1/1/2022,1,Maven Toys Chihuahua 2,Chihuahua,Downtown,Dino Egg,Toys,9.99,10.99,6
1085,1/1/2022,1,Maven Toys Chihuahua 2,Chihuahua,Downtown,Dino Egg,Toys,9.99,10.99,6
1139,1/1/2022,1,Maven Toys Chihuahua 2,Chihuahua,Downtown,Dino Egg,Toys,9.99,10.99,6
25,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,13
32,1/1/2022,1,Maven Toys Saltillo 1,Saltillo,Downtown,Mini Basketball Hoop,Sports & Outdoors,8.99,24.99,13
